Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,ZIP Code,SWIS Code,DEC Region,Spill Date,Received Date,Contributing Factor,Waterbody,Source,Close Date,Material Name,Material Family,Quantity,Units,Recovered
1800836,SOIL,21-17 JACKSON AVE,,LONG ISLAND CITY,Queens,,4101,2,4/23/2018,4/24/2018,Housekeeping,,Commercial/Industrial,,other  -  btex,Other,0,,0
1801939,SOIL,51 BOUNDARY AVE,,STATEN ISLAND,Richmond,,4301,2,5/18/2018,5/18/2018,Equipment Failure,,Transformer,,transformer oil,Petroleum,3,Gallons,0
1702628,SORRENTINO REC CENTER,18-48 CORNAGA AVENUE,,FAR ROCKAWAY,Queens,11691,4101,2,6/16/2017,6/16/2017,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,,0
9601674,SOUTH JAMACIA HOUSES -NYCHA,108-09 159TH STREET,,QUEENS,Queens,,4101,2,5/2/1996,5/2/1996,Tank Test Failure,,"Non Major Facility > 1,100 gal",,#2 fuel oil,Petroleum,0,Gallons,0
9609452,SOUTH MANHATTAN SHOP DEP -DDC,30 PIKE STREET,,MANHATTAN,New York,,3101,2,10/29/1996,10/29/1996,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
1800395,SOUTH OF DIKEMAN ST EXIT,HARLEM RIVER DR,,MANHATTAN,New York,,3101,2,4/11/2018,4/12/2018,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,10,Gallons,0
1606455,SOUTHEND OF PARKING LOT,46-01 108TH STREET,,QUEENS,Queens,,4101,2,9/28/2016,9/29/2016,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1700856,SPEEDWAY #7819,3501 FORT HAMELTON PARKWAY,,BROOKLYN,Kings,,2401,2,4/27/2017,4/27/2017,Equipment Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,,0
1110566,SPEEDWAY AUTO AND ALARM REPAIR,45-10 BOWNE ST,,FLUSHING,Queens,,4101,2,11/28/2011,11/28/2011,Equipment Failure,,Gasoline Station or other PBS Facility,,waste oil/used oil,Petroleum,0,,0
1701031,VACANT BUILDING,682 9TH AVE,,MANHATTAN,New York,,3101,2,5/2/2017,5/2/2017,Unknown,,Commercial/Industrial,,chlorinated solvents,Other,0,,0
203816,"SQUARE ARCH REALTY, CORP - MISC",2 FIFTH AVE,,MANHATTAN,New York,,3101,2,7/11/2002,7/11/2002,Equipment Failure,,Private Dwelling,,#6 fuel oil,Petroleum,0,Gallons,0
809020,ST EDMUND ELEMENTARY SCHOOL,1902 AVENUE U,,BROOKLYN,Kings,,2401,2,11/10/2008,11/10/2008,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
1711107,ST FIDELIS SCHOOL,124 -06 14TH AVE,,COLLEGE POINT,Queens,,4101,2,3/7/2018,3/7/2018,Equipment Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,20,Gallons,0
9602490,ST JOHN UNIVERSITY,81-50 UTOPIA AVE,,QUEENS,Queens,,4101,2,5/21/1996,5/21/1996,Tank Test Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,"15,000",Gallons,"15,000"
1703136,VACANT LOT,204 EAST 126TH ST,,MANHATTAN,New York,,3101,2,6/29/2017,6/29/2017,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1410334,ST ROSE SCHOOL,154 BEACH 84 ST,,ROCKAWAY BEACH,Queens,,4101,2,1/21/2015,1/22/2015,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
1114325,ST VINCENTS CATHOLIC MEDICAL CENTER,101 TOMPKINS AVE,,STATEN ISLAND,Richmond,,4301,2,3/26/2012,3/26/2012,Unknown,,"Institutional, Educational, Gov., Other",,dielectric fluid,Petroleum,0,,0
106961,STA 187+00 (FDR 38R51/52),FRESHKILLS LANDFILL,,STATEN ISLAND,Richmond,,4301,2,10/4/2001,10/4/2001,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,10,Gallons,0
9010356,VLADECK I -NYCHA,60 GOUVERNEUR STREET,,MANHATTAN,New York,,3101,2,12/25/1990,12/25/1990,Unknown,,Unknown,,#6 fuel oil,Petroleum,100,Gallons,0
1711702,STAR AUTO,211-52 JAMAICA AVE,,QUEENS,Queens,,4101,2,3/28/2018,3/28/2018,Equipment Failure,,Commercial/Industrial,,motor oil,Petroleum,10,Gallons,0
103084,STATEN ISLAND 01 DOS -DDC,539 JERSEY STREET,,STATEN ISLAND,Richmond,,4301,2,6/20/2001,6/20/2001,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
909537,STEVENSON RESIDENCE,141 WEST 119TH ST,,MANHATTAN,New York,,3101,2,11/27/2009,11/27/2009,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,40,Gallons,0
1215732,STORE FRONT/APARTMENTS - TTF,273-275 GRAND ST,,NEW YORK,New York,,3101,2,2/20/2013,2/20/2013,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,1,Gallons,0
1802195,STREET - DRUM RUN,741 HINSDALE ST,,BROOKLYN,Kings,,2401,2,5/24/2018,5/24/2018,Abandoned Drums,,Unknown,,waste oil/used oil,Petroleum,0,,0
9410682,STREET CRIMES UNIT NYPD -DDC,RANDALL'S ISLAND,,MANHATTAN,New York,,3101,2,11/10/1994,11/10/1994,Unknown,,"Institutional, Educational, Gov., Other",,gasoline,Petroleum,0,Gallons,0
1707568,STREET,37TH AVE BETWEEN 59TH AND 60TH ST,,QUEEN,Queens,,4101,2,11/6/2017,11/6/2017,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,1,Gallons,0
1703296,STREET,SOUTH EAST CORNER WEST 95TH ST/WEST END AVE,,MANHATTEN,New York,,3101,2,7/5/2017,7/5/2017,Unknown,,Unknown,,unknown petroleum,Petroleum,0,,0
1803146,STREET,2123 GLESON AVE,,BRONX,Bronx,,301,2,6/21/2018,6/21/2018,Other,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1403309,STREET,PEARL STREET,,MANHATTEN,New York,,3101,2,6/26/2014,6/26/2014,Unknown,,Unknown,,unknown petroleum,Petroleum,0,,0
1309583,SUBWAY #1 LINE,145TH STREET,,NEW YORK,New York,,3101,2,1/2/2014,1/2/2014,Unknown,,Unknown,,diesel,Petroleum,0,,0
1113538,STRUCTURE IN FRONT OF,126 - 82 WILLETS POINT BLVD,,QUEENS,Queens,,4101,2,3/2/2012,3/2/2012,Unknown,,Commercial/Industrial,,unknown material,Other,0,,0
9506959,STUYVESANT ED. CENTER EDC -DDC,EAST 23RD ST. & FDR DR.,,MANHATTAN,New York,,3101,2,9/7/1995,9/7/1995,Unknown,EAST RIVER,Unknown,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
9506959,STUYVESANT ED. CENTER EDC -DDC,EAST 23RD ST. & FDR DR.,,MANHATTAN,New York,,3101,2,9/7/1995,9/7/1995,Unknown,EAST RIVER,Unknown,,unknown petroleum,Petroleum,0,Gallons,0
810036,STUYVESANT FUEL TERMINAL,1040 EAST 149TH ST,,BRONX,Bronx,,301,2,12/8/2008,12/8/2008,Unknown,,"Major Facility (MOSF) > 400,000 gal",,unknown petroleum,Petroleum,0,Gallons,0
1602567,SUB STATIION,4513 33RD ST,,QUEENS,Queens,,4101,2,6/14/2016,6/14/2016,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,0.04,Gallons,0
1708831,SUB STATION FARRAGUT,89 JOHN ST,,BROOKLYN,Kings,11207,2401,2,12/20/2017,12/21/2017,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,1,Gallons,0
1610902,SUB STATION,31-01 20TH AVE,,LONG ISLAND CITY,Queens,,4101,2,3/6/2017,3/6/2017,Unknown,,Commercial/Industrial,,lead,Hazardous Material,10,Pounds,0
1704146,SUB STATION,525 EAST 75TH STREET,,NEW YORK,New York,,3101,2,7/27/2017,7/27/2017,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,0,,0
1506264,SUB STATION,601 WEST 49TH STREET,,NEW YORK,New York,,3101,2,9/13/2015,9/13/2015,Equipment Failure,,Transformer,,transformer oil,Petroleum,4,Gallons,0
1707845,SUB STATION,50 SILVIA ST,,STATEN ISLAND,Richmond,,4301,2,11/16/2017,11/16/2017,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,20,Gallons,0
1710168,SUB STATION,700 11TH AVE,,MANHATTAN,New York,,3101,2,2/9/2018,2/9/2018,Equipment Failure,,Transformer,,transformer oil,Petroleum,1,Gallons,0
1706136,SUB STATION,880 EAST 134TH STREET,,BRONX,Bronx,,301,2,9/23/2017,9/23/2017,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,0,,0
1707178,SUB STATION,35-58 VERNON BLVD,,QUEENS,Queens,,4101,2,10/25/2017,10/25/2017,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,2,Gallons,0
1803377,SUBSTATION  ASTORIA,31-01 20TH AVE,,ASTORIA,Queens,,4101,2,6/28/2018,6/28/2018,Unknown,,Commercial/Industrial,,other  -  leas contaminated soil,Other,0,,0
1702467,SUBSTATION ASTORA WEST,31-01 20TH AVE,,QUEENS,Queens,,4101,2,6/13/2017,6/13/2017,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,0.02,Gallons,0
1209313,SUBSTATION EAST 13TH ST,723 EAST 13TH STREET,,MANHATTAN,New York,,3101,2,11/5/2012,11/5/2012,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,1,Gallons,0
1710870,SUBSTATION TRANSFORMER,99 27TH ST,,BROOKLYN,Kings,,2401,2,3/3/2018,3/3/2018,Equipment Failure,,Transformer,,transformer oil,Petroleum,8,Gallons,0
1705418,SUBSTATION WATER STREET,299 WATER ST,,BROOKLYN,Kings,11207,2401,2,8/31/2017,8/31/2017,Equipment Failure,,Transformer,,other  -  sicacone oil,Other,0.05,Gallons,0
506321,SUBSTATION,1823 SEGEWICK AVE, ,BRONX,Bronx,,301,2,8/23/2005,8/23/2005,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,1,Gallons,0
1705647,SUBSTATION,128 WEST END AVE,,MANHATTAN,New York,,3101,2,9/7/2017,9/7/2017,Equipment Failure,,Commercial/Industrial,,transformer oil,Petroleum,100,Gallons,0
412305,SUBSTATION,425 W 201ST ST,,MANHATTAN,New York,,3101,2,2/17/2005,2/17/2005,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,3,Gallons,0
1709802,SUBSTATION,WEST 42ND STREET,,MANHATTAN,New York,,3101,2,1/26/2018,1/26/2018,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
9305122,SUBWAY R LINE -NYCT,25TH STREET AND 4TH AVENUE,EAGLE SERVICE STATION 737 4TH AVE,BROOKLYN,Kings,,2401,2,7/19/1993,7/24/1993,Unknown,,Commercial/Industrial,,diesel,Petroleum,"60,000",Pounds,0
811325,SUBWAY STATION S/B PLATFORM,34-17 NORTHERN BLVD,,QUEENS,Queens,,4101,2,1/13/2009,1/14/2009,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1310579,SUBWAY TRACK,LEXINGTON AVE LINE - 77TH STREET,,NYC,New York,,3101,2,2/5/2014,2/5/2014,Unknown,,"Institutional, Educational, Gov., Other",,#6 fuel oil,Petroleum,10,Gallons,0
1708695,SUMP,1504 MAYFLOWER AVE,,BRONX,Bronx,,301,2,12/16/2017,12/16/2017,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,10,Gallons,0
9711173,SUNOCO FORMER GAS STATION,2310 TILLOTSON AVE,,BRONX,Bronx,,301,2,1/6/1998,1/6/1998,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
809869,SUNOCO GAS STATION,42-02 21ST,,LONG ISLAND CITY,Queens,,4101,2,12/3/2008,12/3/2008,Unknown,,Gasoline Station or other PBS Facility,,unknown petroleum,Petroleum,0,Gallons,0
9909665,SUNOCO SERVICE STATION,175-33 HORACE HARDING EXP,,FLUSHING,Queens,,4101,2,3/15/1999,11/9/1999,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
1205413,SUNOCO SERVICE STATION,1280 ALERTON AVE,,BRONX,Bronx,,301,2,8/29/2012,8/29/2012,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
8808987,SUNOCO SERVICE STATION,135-45 CROSS BAY BLVD,,OZONE PARK,Queens,,4101,2,2/17/1989,2/17/1989,Tank Test Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Pounds,0
913725,SUNOCO STATION 00071266,1626 STILLWELL AVE,,BROOKLYN,Kings,,2401,2,3/25/2010,3/26/2010,Unknown,,Gasoline Station or other PBS Facility,,unknown petroleum,Petroleum,0,,0
502868,SUNOCO,1781 BAY RIDGE PARKWAY,,BROOKLYN,Kings,,2401,2,6/9/2005,6/9/2005,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
708451,SUNOCO,972 REMSEN AVENUE,,BROOKLYN,Kings,11236,2401,2,11/2/2007,11/2/2007,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
1710373,SUNOCO,1781 ARTHUR KILL RD,,STATEN ISLAND,Richmond,,4301,2,2/15/2018,2/16/2018,Equipment Failure,,Commercial/Industrial,,diesel,Petroleum,0,,0
9609282,SUNOCO,1781 ARTHUR KILL RD,,STATEN ISLAND,Richmond,,4301,2,10/24/1996,10/24/1996,Tank Test Failure,,Gasoline Station or other PBS Facility,,diesel,Petroleum,0,Gallons,0
812675,SUNOCO-APACHE OIL,4611 108TH ST,,CORONA,Queens,11368,4101,2,2/20/2009,2/20/2009,Equipment Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
1600912,SUNSET TERRACE FAMILY HEALTH CTR,514 49TH ST,,BROOKLYN,Kings,,2401,2,4/27/2016,4/27/2016,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,,0
1302592,SUNY DOWNSTATE,395 LENOX ROAD,A/K/A 450 CLARKSON AVE,BROOKLYN,Kings,,2401,2,6/10/2013,6/10/2013,Unknown,,"Institutional, Educational, Gov., Other",,#6 fuel oil,Petroleum,50,Gallons,0
1600907,SUPER FUND SITE 2 ID 24129,315 KINGSLAND AVE,,BROOKLYN,Kings,,2401,2,4/27/2016,4/27/2016,Unknown,,Unknown,,diesel,Petroleum,0,,0
9708192,SUTTON HOUSE ASSO'T      ,450 63RD ST,,MANHATTAN,New York,,3101,2,10/11/1997,10/11/1997,Equipment Failure,,"Institutional, Educational, Gov., Other",,#6 fuel oil,Petroleum,15,Gallons,0
9315466,TAFT HOUSES -NYCHA,1740 MADISON AVENUE,,NEW YORK,New York,,3101,2,2/22/1991,3/30/1994,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#4 fuel oil,Petroleum,0,,0
1209191,TANK IN SIDE YARD,210 EAST 8TH RD,AFFECTED 208 E 8TH RD,BROADCHANNEL,Queens,,4101,2,10/29/2012,11/5/2012,Storm,,Private Dwelling,,#2 fuel oil,Petroleum,100,Gallons,0
1801873,TANK REMOVAL,3708 NAUTILUS AVE,,SEAGATE,Kings,,2401,2,5/17/2018,5/17/2018,Other,,Private Dwelling,,unknown material,Other,0,,0
1405278,TANK TEST FAIL,2501 AMSTERDAM AVE,,MANHATTAN,New York,,3101,2,8/14/2014,8/14/2014,Tank Test Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,,0
1405277,TANK TEST FAIL,2913 FOSTER AVE,,BROOKLYN,Kings,,2401,2,8/14/2014,8/14/2014,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1701115,TANK TEST FAILURE,193-10 PECK AVE,,FRESH MEADOWS,Kings,,2401,2,5/4/2017,5/4/2017,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1802410,TANK TEST FAILURE,BUILDING 84 LA GUARDIA AIRPORT,,FLUSHING,Queens,,4101,2,5/31/2018,5/31/2018,Tank Test Failure,,Commercial/Industrial,,diesel,Petroleum,0,,0
1509573,TANK TEST FAILURES TTF (TWO),3100 ATLANTIC AVENUE/31 BERRIMAN STREET,BUILDING #6 AND BULDING #7,BROOKLYN,Kings,,2401,2,12/21/2015,12/21/2015,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
311539,TAYLOR WYTHE HOUSES -NYCHA,626 WYTHE PLACE,,BROOKLYN,Kings,,2401,2,1/13/2004,1/13/2004,Other,,"Major Facility (MOSF) > 400,000 gal",,#2 fuel oil,Petroleum,0,Pounds,0
1301343,TEMP TANK,1899 CORNELL AVE,,BRONX,Kings,,2401,2,5/9/2013,5/9/2013,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
308234,TENNIS CLUB,44-02 VERNON BLVD,,LONG ISLAND CITY,Queens,11101,4101,2,11/4/2003,11/4/2003,Unknown,,Unknown,,unknown petroleum,Petroleum,0,Gallons,0
612163,TERMINAL 7 JFK - BLDG 59,JFK AIRPORT - BRITISH AIRWAYS,,JAMAICA,Queens,,4101,2,1/25/2007,2/5/2007,Unknown,,Unknown,,diesel,Petroleum,0,Gallons,0
711652,THE DERMOT COMPANY,30-49 CRESCENT STREET,,ASTORIA,Queens,,4101,2,2/5/2008,2/5/2008,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
9909439,THROGGS NECK HOUSES -NYCHA,570 BALCOM AVENUE,,BRONX,Bronx,,301,2,11/3/1999,11/3/1999,Unknown,,Private Dwelling,,#6 fuel oil,Petroleum,0,Gallons,0
9315374,THROGGS NECK HOUSES -NYCHA,2805 DEWEY AVENUE,,BRONX,Bronx,,301,2,3/17/1992,3/29/1994,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#4 fuel oil,Petroleum,0,,0
1510683,THROGGS NECK,1444 SHORE DRIVE,,,Bronx,,301,2,2/2/2016,2/2/2016,Equipment Failure,LONG ISLAND SOUND,Vessel,,#2 fuel oil,Petroleum,0,Gallons,0
9907508,TILDEN AV SUB STATION,2502 TILDEN AVE,,BROOKLYN,Kings,,2401,2,8/24/1999,9/22/1999,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
10394,TIME WARNER CABLE,511 WEST 21ST ST,,NEW YORK,New York,10011,3101,2,12/15/2000,12/15/2000,Other,,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
9308197,TOMPKINS HOUSES -NYCHA,921 MYRTLE AVENUE,,NEW YORK CITY,Kings,,2401,2,10/6/1993,10/6/1993,Unknown,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,Pounds,0
102484,TOMPKINS SERVICE CTR,526 TOMPKINS AVE,(AKA PREFERRED AUTO BODY),STATEN ISLAND,Richmond,10305,4301,2,6/5/2001,6/5/2001,Equipment Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
603730,TOMPKINS SQUARE PARK,EAST 9TH STREET BETWEEN A & B,,NEW YORK,New York,10009,3101,2,7/5/2006,7/5/2006,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
1803329,TONY'S MASONRY,307 NELSON AVE,,STATEN ISLAND,Richmond,,4301,2,6/26/2018,6/26/2018,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,,0
1708570,TRACK SUNNYSIDE YARD,3929 HONEYWELL ST,,LONG ISLAND CITY,Queens,,4101,2,12/12/2017,12/12/2017,Equipment Failure,,Railroad Car,,transformer oil,Petroleum,1,Gallons,0
1112253,TRACY TOWERS,20 & 40 WEST MOSHOLU PARKWAY SOUTH,,BRONX,Bronx,,301,2,1/20/2012,1/20/2012,Abandoned Drums,,Private Dwelling,,#6 fuel oil,Petroleum,0,,0
1802747,TRANFORMER - UNDERGROUND,190 BENEDICT AVE,,STATEN ISLAND,Richmond,10314,4301,2,6/10/2018,6/10/2018,Equipment Failure,,Transformer,,transformer oil,Petroleum,0,,0
905194,TRANS CANADA-RAVENSWOOD,3854 VERNON BLVD, ,LONG ISLAND CITY,Queens,,4101,2,8/4/2009,8/4/2009,Unknown,EAST RIVER,Commercial/Industrial,,lube oil,Petroleum,10,Gallons,0
110399,TRANSFORMER #10,723 EAST 13TH ST SUB STATION,,MANHATTAN,New York,,3101,2,1/29/2002,1/29/2002,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,150,Gallons,0
1802477,TRANSFORMER - POLE TOP (UNK #),EDGEWATER ST & BAY ST (MTA PROPERTY),,STATEN ISLAND,Richmond,,4301,2,6/2/2018,6/2/2018,Equipment Failure,,Transformer,,non PCB oil,Petroleum,1,Gallons,0
1707817,TRANSFORMER 1 QUEENS BRIDGE SUB STATION,2209 39TH ST,,QUEENS,Queens,11435,4101,2,11/15/2017,11/15/2017,Equipment Failure,,Transformer,,transformer oil,Petroleum,1,Gallons,0
1710668,TRANSFORMER 14,27TH & 3RD AVE,,BROOKLYN,Kings,11207,2401,2,2/27/2018,2/27/2018,Equipment Failure,,Transformer,,transmission fluid,Petroleum,2,Gallons,0
1800281,TRANSFORMER 197TH ST SUBSTATION,4340 3RD AVE,,MANHATTAN,New York,,3101,2,4/6/2018,4/9/2018,Equipment Failure,,Commercial/Industrial,,non PCB oil,Petroleum,0.5,Gallons,0
1606197,TRANSFORMER 3,464 WEST 110TH ST, ,MANHATTAN,New York,,3101,2,9/21/2016,9/21/2016,Equipment Failure,,Transformer,,transformer oil,Petroleum,2,Gallons,0
1705659,TRANSFORMER 5,WEST 65TH ST SUB STATION,,MANHATTAN,New York,,3101,2,9/8/2017,9/8/2017,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,0,,0
1706260,TRANSFORMER 8,300 WEST 201ST ST,,BRONX,Bronx,,301,2,9/27/2017,9/27/2017,Equipment Failure,,Transformer,,transformer oil,Petroleum,3,Gallons,0
1800502,TRANSFORMER VAULT #VO266,242-02 DOUGLASTON PKWY,,QUEENS,Queens,,4101,2,4/15/2018,4/15/2018,Unknown,,Unknown,,unknown petroleum,Petroleum,0.01,Gallons,0
1708131,TRANSFORMER,258 23RD ST,,BROOKLYN,Kings,,2401,2,11/28/2017,11/28/2017,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,0,,0
1708205,TRANSFORMER-E29TH ST SUBSTAION,108 E 29TH ST,,MANHATTAN,New York,,3101,2,11/28/2017,11/29/2017,Equipment Failure,,Transformer,,non PCB oil,Petroleum,0.01,,0
9905334,TRANSPORTATION GARAGE,276 AVENUE C,,MANHATTAN,New York,,3101,2,8/3/1999,8/3/1999,Unknown,,Unknown,,unknown material,Other,40,Gallons,0
1108166,TREVOR DAY SCHOOL,312-318 EAST 95TH STREET (SOURCE SITE),320 EAST 95TH STREET (IMPACTED SITE),MANHATTAN,New York,,3101,2,9/16/2011,9/26/2011,Unknown,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
9310810,TRIBORO COACH BUS,85-01 24TH AVENUE,,JACKSON HEIGHTS,Queens,,4101,2,12/6/1993,12/6/1993,Unknown,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,Pounds,0
9709459,TRIBOROUGH BRIDGE,RANDALLS ISLAND,ADMINISTRATIVE BUILDING,MANHATTAN,New York,,3101,2,11/14/1997,11/14/1997,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
1103590,TRINE ROLL MOULDING CORP - TTF,1421 FERRIS PLACE,,BRONX,Bronx,,301,2,6/30/2011,6/30/2011,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1801068,TRINITY CHURCH CORP,551 GREENWICH ST,,MANHATTAN,New York,,3101,2,5/1/2018,5/1/2018,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1508373,TRINITY COMMUNITY FULL GOSPEL CHURCH - TTF,4390  KATONAH AVE,AKA 311 E 241ST ST,BRONX,Bronx,,301,2,11/12/2015,11/12/2015,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
702930,TRINITY LUTHERAN CHURCH,2125 WATSON AVE, ,BRONX,Bronx,,301,2,6/8/2007,6/11/2007,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
303688,TRUCK PARKING LOT,219 SULLIVAN STREET,PART OF RED HOOK 4 PROPERTY,BROOKLYN,Kings,,2401,2,7/8/2003,7/8/2003,Unknown,,Commercial/Industrial,,lube oil,Petroleum,0,Gallons,0
1304829,TTF - APARTMENT BLDG,285 ST NICHOLAS AVE,,MANHATTAN,New York,,3101,2,8/2/2013,8/2/2013,Tank Test Failure,,Private Dwelling,,#6 fuel oil,Petroleum,0,,0
1502937,TTF - APT BUILDING,1966 NEW BOLD AVE,,BRONX,Bronx,,301,2,6/16/2015,6/16/2015,Tank Test Failure,,Commercial/Industrial,,#4 fuel oil,Petroleum,0,,0
1409728,TTF - IS #14 SCHOOL,2424 VATCHELDER ST,,BROOKLYN,Kings,,2401,2,12/31/2014,12/31/2014,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#4 fuel oil,Petroleum,0,,0
1603569,TTF - NYS PSYCHIATRIC CENTER,777 SEAVEIW AVE- TANK #23,SOUTH BEACH HOSPITAL TANK #23,STATEN ISLAND,Richmond,10305,4301,2,7/12/2016,7/12/2016,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,,0
1603520,TTF - NYS PSYCHIATRIC CENTER,777 SEAVIEW AVE- TANK #1,SOUTH BEACH HOSPITAL TANK #1,STATEN ISLAND,Richmond,10305,4301,2,7/11/2016,7/11/2016,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
1601739,TTF - PUBLIC SCHOOL X022,270 EAST 167TH ST,,BRONX,Bronx,,301,2,5/20/2016,5/20/2016,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#4 fuel oil,Petroleum,0,,0
1511419,TTF - RESIDENCE,106-06 32 AVE,,EAST ELM HURST,Queens,,4101,2,2/29/2016,2/29/2016,Tank Test Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1308855,TTF AT CONVENT,1180 EAST 214TH  STREET,,BRONX,Bronx,,301,2,12/4/2013,12/4/2013,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
1301729,TTF AT TRANSIT HIGH SCHOOL,1 WELLS STREET,,BROOKLYN,Kings,,2401,2,5/20/2013,5/20/2013,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#4 fuel oil,Petroleum,0,,0
1406067,TTF,2426 GRAND AVE,,BRONX,Bronx,,301,2,9/5/2014,9/5/2014,Tank Test Failure,,Private Dwelling,,#6 fuel oil,Petroleum,0,,0
1507531,TTF,1212 GRAND CONCOURSE,,BRONX,Bronx,,301,2,10/19/2015,10/19/2015,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,,0
1309952,TTF,70-35 150TH ST,,QUEENS,Queens,,4101,2,1/13/2014,1/13/2014,Tank Test Failure,,Commercial/Industrial,,#4 fuel oil,Petroleum,0,,0
1305781,TTF,496 BROADWAY,,NEW YORK,New York,,3101,2,8/30/2013,8/30/2013,Tank Test Failure,,Unknown,,other  -  TANK TEST FAIL,Other,0,,0
